filename,filepath,genre,mood
3315638431_Gondola.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3315638431_Gondola.mp3,classical,happy
3315494301_Philippine (Piano Solo).mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3315494301_Philippine (Piano Solo).mp3,classical,happy
2774932971_Insight XLIX.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2774932971_Insight XLIX.mp3,classical,motivational
3321551981_Idea 12.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3321551981_Idea 12.mp3,classical,dream
3381226551_Sleeping Lotus (redux).mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3381226551_Sleeping Lotus (redux).mp3,classical,happy
3026908961_Miedo.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3026908961_Miedo.mp3,classical,deep
3401801741_A Sense Of Place.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3401801741_A Sense Of Place.mp3,classical,happy
3337811581_a r i a.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3337811581_a r i a.mp3,classical,deep
2381508365_Idea 15.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2381508365_Idea 15.mp3,classical,dream
"3097275_Bach, JS: Cello Suite No. 1 in.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/3097275_Bach, JS: Cello Suite No. 1 in.mp3",classical,happy
3853949_Pachelbel: Canon and Gigue for.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3853949_Pachelbel: Canon and Gigue for.mp3,classical,deep
3259808661_On the lookout.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3259808661_On the lookout.mp3,classical,happy
2792069522_Silhouettes (Felt Version).mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2792069522_Silhouettes (Felt Version).mp3,classical,happy
3240322551_Ryos.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3240322551_Ryos.mp3,classical,happy
1935999437_Tale of beauty.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1935999437_Tale of beauty.mp3,classical,deep
3099620771_In the Stars.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3099620771_In the Stars.mp3,classical,happy
3327408261_Seagulls On The Pier.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3327408261_Seagulls On The Pier.mp3,classical,dream
3359133381_Winter.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3359133381_Winter.mp3,classical,dark
2756715481_N'avoue jamais (Générique).mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2756715481_N'avoue jamais (Générique).mp3,classical,happy
3106654761_Caledonian Canal.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3106654761_Caledonian Canal.mp3,classical,happy
3261939831_Humming Bird.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3261939831_Humming Bird.mp3,classical,happy
2969746341_Poesía.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2969746341_Poesía.mp3,classical,dark
3285065161_Lilas.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3285065161_Lilas.mp3,classical,deep
3028251901_Gravity.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3028251901_Gravity.mp3,classical,dark
3211331381_Where Is My Mind? (Official Pi.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3211331381_Where Is My Mind? (Official Pi.mp3,classical,happy
3194341301_Between Ourselves.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3194341301_Between Ourselves.mp3,classical,happy
2742601071_Flow Around.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2742601071_Flow Around.mp3,classical,deep
430251032_Saint-Saëns _ Transcr. Vidal: .mp3,/content/drive/MyDrive/Artishow/Deezer/classical/430251032_Saint-Saëns _ Transcr. Vidal: .mp3,classical,happy
3305729821_Un doux matin.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3305729821_Un doux matin.mp3,classical,deep
"65442076_Symphony No. 5 in C Minor, Op..mp3","/content/drive/MyDrive/Artishow/Deezer/classical/65442076_Symphony No. 5 in C Minor, Op..mp3",classical,dark
3288043561_Spring.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3288043561_Spring.mp3,classical,happy
2960407801_Love.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2960407801_Love.mp3,classical,dream
4152845_Orchestral Suite No. 3 in D Ma.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/4152845_Orchestral Suite No. 3 in D Ma.mp3,classical,deep
69089334_Beethoven: Piano Sonata No. 14.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/69089334_Beethoven: Piano Sonata No. 14.mp3,classical,happy
2861106922_L'arbre Solitaire.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2861106922_L'arbre Solitaire.mp3,classical,happy
"1086622472_3 Gymnopédies: No. 1, Lent et .mp3","/content/drive/MyDrive/Artishow/Deezer/classical/1086622472_3 Gymnopédies: No. 1, Lent et .mp3",classical,dream
2539530981_Polka.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2539530981_Polka.mp3,classical,happy
2287896687_Far from home.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2287896687_Far from home.mp3,classical,deep
"3264768041_PISCES ""The Artist"" (Sleep Ver.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/3264768041_PISCES ""The Artist"" (Sleep Ver.mp3",classical,happy
2680159582_Meditation 3.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2680159582_Meditation 3.mp3,classical,happy
"531233261_Suite bergamasque, L. 75 : Deb.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/531233261_Suite bergamasque, L. 75 : Deb.mp3",classical,happy
1489015892_Borealis.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1489015892_Borealis.mp3,classical,happy
2970860561_A Colour Field (Holocene).mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2970860561_A Colour Field (Holocene).mp3,classical,happy
132937448_Porz Goret.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/132937448_Porz Goret.mp3,classical,deep
1529495562_Natural Light.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1529495562_Natural Light.mp3,classical,happy
1012346962_Smile Because It Happened.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1012346962_Smile Because It Happened.mp3,classical,happy
3026909101_Poesía.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3026909101_Poesía.mp3,classical,dark
2536848471_Silently Drawn.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2536848471_Silently Drawn.mp3,classical,romantic
3086484811_Chester Meets Ludovico.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3086484811_Chester Meets Ludovico.mp3,classical,deep
2961008131_Beginnings.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2961008131_Beginnings.mp3,classical,happy
"1854057307_Vivaldi: The Four Seasons, Vio.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/1854057307_Vivaldi: The Four Seasons, Vio.mp3",classical,sad
3298556271_Prinsengracht.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3298556271_Prinsengracht.mp3,classical,happy
2559398812_Epistrophy.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2559398812_Epistrophy.mp3,classical,happy
3356482701_Sunflower Waltz.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3356482701_Sunflower Waltz.mp3,classical,dream
2792406832_Cascade.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2792406832_Cascade.mp3,classical,dark
2857732572_Blue.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2857732572_Blue.mp3,classical,happy
3232349451_The Faith.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3232349451_The Faith.mp3,classical,deep
2828889432_Idea 20.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2828889432_Idea 20.mp3,classical,happy
"396891112_Bagatelle ""A Elise"", WoO 59.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/396891112_Bagatelle ""A Elise"", WoO 59.mp3",classical,deep
"68301402_Serenade in G Major, K. 525 ""E.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/68301402_Serenade in G Major, K. 525 ""E.mp3",classical,emotional
29377601_Avril 14th.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/29377601_Avril 14th.mp3,classical,happy
3266869671_Sanctuary (Sleep Rework).mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3266869671_Sanctuary (Sleep Rework).mp3,classical,happy
2440138155_Abstraction.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2440138155_Abstraction.mp3,classical,motivational
2985852191_Reverie.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2985852191_Reverie.mp3,classical,happy
2802221232_Beauty.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2802221232_Beauty.mp3,classical,happy
3201716761_Hibernate.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3201716761_Hibernate.mp3,classical,dark
2521977741_Agostina's eyes.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2521977741_Agostina's eyes.mp3,classical,happy
2464198175_Shanti.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2464198175_Shanti.mp3,classical,happy
"646298592_The Well-Tempered Clavier, Boo.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/646298592_The Well-Tempered Clavier, Boo.mp3",classical,deep
1272813862_Schuster: Amiras Lied.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1272813862_Schuster: Amiras Lied.mp3,classical,happy
"3069018951_Now We Are Free (From ""Gladiat.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/3069018951_Now We Are Free (From ""Gladiat.mp3",classical,happy
"2394300645_Satie: 3 Gymnopédies: No. 3, L.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/2394300645_Satie: 3 Gymnopédies: No. 3, L.mp3",classical,happy
2494216151_Dancing on Ivory.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2494216151_Dancing on Ivory.mp3,classical,happy
2506759481_B'os Themer.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2506759481_B'os Themer.mp3,classical,deep
3155957641_There Will Be Light.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3155957641_There Will Be Light.mp3,classical,happy
2593698882_Lost.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2593698882_Lost.mp3,classical,happy
"2864906452_Impression, Skyline.mp3","/content/drive/MyDrive/Artishow/Deezer/classical/2864906452_Impression, Skyline.mp3",classical,dark
3233182811_GEMINI “The Curious”.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3233182811_GEMINI “The Curious”.mp3,classical,happy
"65442086_Symphony No. 7 in A Major, Op..mp3","/content/drive/MyDrive/Artishow/Deezer/classical/65442086_Symphony No. 7 in A Major, Op..mp3",classical,happy
2997062861_I Believe.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2997062861_I Believe.mp3,classical,happy
2992070791_Silent Steps in the Snow.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2992070791_Silent Steps in the Snow.mp3,classical,dark
3031460741_Idea 5.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3031460741_Idea 5.mp3,classical,dark
1936228577_Another Love.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1936228577_Another Love.mp3,classical,happy
2069764457_Under The Tree.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2069764457_Under The Tree.mp3,classical,happy
1399173372_Ouka.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1399173372_Ouka.mp3,classical,dark
2988291891_Long Ago.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2988291891_Long Ago.mp3,classical,happy
1409385402_La Lumière.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1409385402_La Lumière.mp3,classical,dream
3026909131_Silencio.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3026909131_Silencio.mp3,classical,dream
2496716571_Resilience.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2496716571_Resilience.mp3,classical,happy
3177898741_AQUARIUS “The Explorer”.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3177898741_AQUARIUS “The Explorer”.mp3,classical,deep
2668724002_Calm Waters.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2668724002_Calm Waters.mp3,classical,happy
3167154541_Le trésor (Piano Version) (Rad.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3167154541_Le trésor (Piano Version) (Rad.mp3,classical,happy
3199858161_For the Moon.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3199858161_For the Moon.mp3,classical,emotional
"99692844_Peer Gynt Suite No. 1, Op. 46 .mp3","/content/drive/MyDrive/Artishow/Deezer/classical/99692844_Peer Gynt Suite No. 1, Op. 46 .mp3",classical,dark
2680237842_Twilight Meditation.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/2680237842_Twilight Meditation.mp3,classical,happy
602454222_The Girl From Ipanema.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/602454222_The Girl From Ipanema.mp3,blues,dream
71483067_Fly Me To The Moon (2008 Remas.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/71483067_Fly Me To The Moon (2008 Remas.mp3,blues,emotional
3158377_L-O-V-E.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3158377_L-O-V-E.mp3,blues,emotional
565340102_Águas De Março.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/565340102_Águas De Março.mp3,blues,romantic
1031007_Take Five.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1031007_Take Five.mp3,blues,happy
78761187_Essa Moça Tá Diferente.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/78761187_Essa Moça Tá Diferente.mp3,blues,epic
670897_I've Got a Woman.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/670897_I've Got a Woman.mp3,blues,dark
91071071_Agua de beber.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/91071071_Agua de beber.mp3,blues,romantic
1184182_Mas Que Nada.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1184182_Mas Que Nada.mp3,blues,emotional
1133394322_The Girl From Ipanema.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1133394322_The Girl From Ipanema.mp3,blues,dark
2276456_Bim-Bom.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2276456_Bim-Bom.mp3,blues,sad
3199910751_Love High (feat. Laurent Barda.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3199910751_Love High (feat. Laurent Barda.mp3,blues,dream
680648_Me and Mrs. Jones.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/680648_Me and Mrs. Jones.mp3,blues,dream
3104591_Cantaloupe Island (Remastered .mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3104591_Cantaloupe Island (Remastered .mp3,blues,sad
4703135_Chove Chuva.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/4703135_Chove Chuva.mp3,blues,romantic
602454252_Desafinado.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/602454252_Desafinado.mp3,blues,sad
911085_In A Sentimental Mood.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/911085_In A Sentimental Mood.mp3,blues,dream
1667161762_This Foolish Heart Could Love .mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1667161762_This Foolish Heart Could Love .mp3,blues,dream
877120_Samba Da Benção.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/877120_Samba Da Benção.mp3,blues,epic
585777_Summertime (From 'Porgy & Bess.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/585777_Summertime (From 'Porgy & Bess.mp3,blues,dark
602454272_Só Danço Samba.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/602454272_Só Danço Samba.mp3,blues,happy
15425364_Samba De Verão.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/15425364_Samba De Verão.mp3,blues,dream
4230977_Só Tinha De Ser Com Voce (Com .mp3,/content/drive/MyDrive/Artishow/Deezer/blues/4230977_Só Tinha De Ser Com Voce (Com .mp3,blues,emotional
3103379_It Don't Mean a Thing (If It A.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3103379_It Don't Mean a Thing (If It A.mp3,blues,emotional
570273_In The Mood.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/570273_In The Mood.mp3,blues,emotional
381418021_Falador Passa Mal.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/381418021_Falador Passa Mal.mp3,blues,epic
2171223_I Just Want To Make Love To Yo.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2171223_I Just Want To Make Love To Yo.mp3,blues,dark
3220313_Nem Vem Que Não Tem (Ao Vivo).mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3220313_Nem Vem Que Não Tem (Ao Vivo).mp3,blues,dark
2077643647_Baby.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2077643647_Baby.mp3,blues,dream
780624542_Para Machuchar Meu Coracao.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/780624542_Para Machuchar Meu Coracao.mp3,blues,sad
3329847001_I Don't Know Why (I Just Do).mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3329847001_I Don't Know Why (I Just Do).mp3,blues,dream
41100631_A Rã.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/41100631_A Rã.mp3,blues,dark
2424853195_Under Paris Skies.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2424853195_Under Paris Skies.mp3,blues,romantic
1047508_Samba de Orfeu.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1047508_Samba de Orfeu.mp3,blues,emotional
2816467212_Tattoo.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2816467212_Tattoo.mp3,blues,dark
1172017_Moonlight In Vermont (Album Ve.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1172017_Moonlight In Vermont (Album Ve.mp3,blues,happy
857241_Children's Games.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/857241_Children's Games.mp3,blues,epic
419907562_Burn.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/419907562_Burn.mp3,blues,dream
877033_Coração Vagabundo.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/877033_Coração Vagabundo.mp3,blues,romantic
10218969_Dream A Little Dream Of Me.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/10218969_Dream A Little Dream Of Me.mp3,blues,dream
836929902_Blue in Green (Remastered).mp3,/content/drive/MyDrive/Artishow/Deezer/blues/836929902_Blue in Green (Remastered).mp3,blues,happy
140343503_He's Funny That Way.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/140343503_He's Funny That Way.mp3,blues,dream
2956071621_You Stepped Out Of A Dream.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2956071621_You Stepped Out Of A Dream.mp3,blues,dream
"2711778_So What (feat. John Coltrane, .mp3","/content/drive/MyDrive/Artishow/Deezer/blues/2711778_So What (feat. John Coltrane, .mp3",blues,romantic
4675916_Carta Ao Tom 74.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/4675916_Carta Ao Tom 74.mp3,blues,romantic
103717038_Mack the Knife (A Theme from t.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/103717038_Mack the Knife (A Theme from t.mp3,blues,epic
2246837997_I Miss You So.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2246837997_I Miss You So.mp3,blues,dream
2444544175_Why Am I Treated So Bad.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2444544175_Why Am I Treated So Bad.mp3,blues,romantic
3099168_I'm In The Mood For Love.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3099168_I'm In The Mood For Love.mp3,blues,dream
2925316911_Talk to me..mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2925316911_Talk to me..mp3,blues,romantic
3101019_September In The Rain (Remaste.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3101019_September In The Rain (Remaste.mp3,blues,dream
107702240_Manha de Carnaval.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/107702240_Manha de Carnaval.mp3,blues,happy
610855682_How Insensitive.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/610855682_How Insensitive.mp3,blues,sad
2321389895_Smooth Sailing.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2321389895_Smooth Sailing.mp3,blues,happy
"560721_Take the ""A"" Train.mp3","/content/drive/MyDrive/Artishow/Deezer/blues/560721_Take the ""A"" Train.mp3",blues,dark
10968733_Samba da Bênção.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/10968733_Samba da Bênção.mp3,blues,dream
548622642_Triste.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/548622642_Triste.mp3,blues,emotional
3105125_I've Got You Under My Skin (Re.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3105125_I've Got You Under My Skin (Re.mp3,blues,dark
2955619371_Amen Waters.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2955619371_Amen Waters.mp3,blues,dark
2293097_Sorriu Para Mim.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2293097_Sorriu Para Mim.mp3,blues,romantic
2076499837_Michael Sees Mae.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2076499837_Michael Sees Mae.mp3,blues,sad
2816467202_Lover.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2816467202_Lover.mp3,blues,dream
595959482_Loving You.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/595959482_Loving You.mp3,blues,happy
"2227087777_Let It Ride (From ""Norah Jones.mp3","/content/drive/MyDrive/Artishow/Deezer/blues/2227087777_Let It Ride (From ""Norah Jones.mp3",blues,dream
542805982_Autumn In New York.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/542805982_Autumn In New York.mp3,blues,dream
4675909_A Tonga Da Mironga Do Kabuletê.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/4675909_A Tonga Da Mironga Do Kabuletê.mp3,blues,happy
18003219_Samba de uma Nota Só (One Note.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/18003219_Samba de uma Nota Só (One Note.mp3,blues,dream
"1177212_Köln, January 24, 1975, Part I.mp3","/content/drive/MyDrive/Artishow/Deezer/blues/1177212_Köln, January 24, 1975, Part I.mp3",blues,happy
2969820091_Nightcall.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2969820091_Nightcall.mp3,blues,sad
887798_Samba Do Aviao (Live).mp3,/content/drive/MyDrive/Artishow/Deezer/blues/887798_Samba Do Aviao (Live).mp3,blues,romantic
81696608_Consolação.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/81696608_Consolação.mp3,blues,dark
3147914_My Funny Valentine.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3147914_My Funny Valentine.mp3,blues,dream
3105360_Moanin'.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3105360_Moanin'.mp3,blues,dark
4674753_Desafinado.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/4674753_Desafinado.mp3,blues,romantic
2319448_Pra Que Discutir Com Madame? (.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2319448_Pra Que Discutir Com Madame? (.mp3,blues,dream
1034849_Blue Rondo à la Turk (Album Ve.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1034849_Blue Rondo à la Turk (Album Ve.mp3,blues,dream
1744137647_Blue Monk (with Thelonious Mon.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1744137647_Blue Monk (with Thelonious Mon.mp3,blues,happy
1015296_Chameleon.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1015296_Chameleon.mp3,blues,emotional
2121772877_Black Coffee.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2121772877_Black Coffee.mp3,blues,romantic
2556443_Dinah (Take 1) (Album Version).mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2556443_Dinah (Take 1) (Album Version).mp3,blues,deep
803889942_Like It Is (Remastered 2020).mp3,/content/drive/MyDrive/Artishow/Deezer/blues/803889942_Like It Is (Remastered 2020).mp3,blues,romantic
829941832_Field.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/829941832_Field.mp3,blues,dark
1870819157_Bahia Com H (Bahia With H).mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1870819157_Bahia Com H (Bahia With H).mp3,blues,romantic
2293088_Palpite Infeliz.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/2293088_Palpite Infeliz.mp3,blues,emotional
541047772_Gymnopédie No. 3.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/541047772_Gymnopédie No. 3.mp3,blues,happy
3040772_Outra Vez.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3040772_Outra Vez.mp3,blues,dream
1912770977_A Quiet Place.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1912770977_A Quiet Place.mp3,blues,happy
1995831167_Laziness.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1995831167_Laziness.mp3,blues,romantic
1870914627_L'horizon Des Evènements.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1870914627_L'horizon Des Evènements.mp3,blues,dream
885876_Blue And Sentimental.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/885876_Blue And Sentimental.mp3,blues,happy
982241_Quiet Light.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/982241_Quiet Light.mp3,blues,deep
1477152022_Misty.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1477152022_Misty.mp3,blues,happy
1930701157_Bobbi.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1930701157_Bobbi.mp3,blues,happy
361113101_The Ghetto.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/361113101_The Ghetto.mp3,blues,emotional
1477152002_Prelude to a Kiss.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1477152002_Prelude to a Kiss.mp3,blues,happy
35398741_Rosa Morena.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/35398741_Rosa Morena.mp3,blues,dream
76708852_Outra Vez.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/76708852_Outra Vez.mp3,blues,dream
523595502_My Favourite Things.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/523595502_My Favourite Things.mp3,blues,dark
1387754102_This Can't Be Love.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/1387754102_This Can't Be Love.mp3,blues,romantic
3051178_Summer In The City.mp3,/content/drive/MyDrive/Artishow/Deezer/blues/3051178_Summer In The City.mp3,blues,romantic
